1	2	counts	3	4	label	connections	colour	id	idx	p1	p2	p1p2
1012	1006	40	Strongly agree to dissemination of GK	90 percent	Strongly agree to dissemination of GK 90 percent	1012 1006	#31ae2a	276	116	0.14492753623188406	0.3448275862068966	0.04997501249375313
786	781	40	Neutral towards to Policymaking	I am concerned my data will be used for other purposes without my knowledge	Neutral towards to Policymaking I am concerned my data will be used for other purposes without my knowledge	786 781	#fffb77	68	498	0.5882352941176471	0.08032128514056225	0.04724781478856603
1013	1009	40	Non Law Students	90 percent	Non Law Students 90 percent	1013 1009	#2fdcbc	292	116	0.136986301369863	0.3448275862068966	0.04723665564478035
1010	1005	40	Agree to Revising and Updating	90 percent	Agree to Revising and Updating 90 percent	1010 1005	#a26bfd	353	116	0.11331444759206799	0.3448275862068966	0.03907394744554069
1011	1006	40	Strongly agree to Revising and Updating	75 percent	Strongly agree to Revising and Updating 75 percent	1011 1006	#a2108d	231	219	0.17316017316017315	0.182648401826484	0.031627428887702855
785	780	40	Agree to Policymaking	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Agree to Policymaking I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	785 780	#517ef4	318	448	0.12578616352201258	0.08928571428571429	0.011230907457322551
1015	1009	39	Medium Genetic Curiosity	90 percent	Medium Genetic Curiosity 90 percent	1015 1009	#1749f5	327	116	0.11926605504587157	0.33620689655172414	0.04009807023093958
777	775	39	High Genetic Curiosity	Not Students	High Genetic Curiosity Not Students	777 775	#7ba9cf	188	212	0.2074468085106383	0.18396226415094338	0.03816238458450421
783	774	39	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Low Concern	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance Low Concern	783 774	#6cb08f	448	201	0.08705357142857142	0.19402985074626866	0.016890991471215352
780	774	39	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Do not know who will have access to that information	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance Do not know who will have access to that information	780 774	#43f1f6	448	383	0.08705357142857142	0.10182767624020887	0.008864462886982468
779	774	38	Neutral towards to dissemination of GK	Low GK Score	Neutral towards to dissemination of GK Low GK Score	779 774	#dd3f4e	48	496	0.7916666666666666	0.07661290322580645	0.06065188172043011
784	781	38	Do not know	I am concerned my data will be used for other purposes without my knowledge	Do not know I am concerned my data will be used for other purposes without my knowledge	784 781	#495d93	64	498	0.59375	0.07630522088353414	0.045306224899598395
1014	1009	38	Male Participants	90 percent	Male Participants 90 percent	1014 1009	#f8e52d	276	116	0.13768115942028986	0.3275862068965517	0.045102448775612196
779	778	38	Two legal guardians need to agree	Neutral towards to Revising and Updating	Two legal guardians need to agree Neutral towards to Revising and Updating	779 778	#cd795d	404	83	0.09405940594059406	0.4578313253012048	0.04306334247882619
779	774	38	I am not interested	Students	I am not interested Students	779 774	#0db217	61	561	0.6229508196721312	0.0677361853832442	0.042196312205955405
1013	1010	38	High Genetic Curiosity	75 percent	High Genetic Curiosity 75 percent	1013 1010	#b29e94	188	219	0.20212765957446807	0.1735159817351598	0.035072379286894
782	775	38	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	High GK Score	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance High GK Score	782 775	#d89d44	448	277	0.08482142857142858	0.1371841155234657	0.011636152656008253
780	774	37	I am not interested	Low Concern	I am not interested Low Concern	780 774	#8512f0	61	201	0.6065573770491803	0.18407960199004975	0.11165484055134164
776	775	37	I would rather not know of any potential debilitating diseases that I may develop in the future	Do not know whether the data will be stored securely	I would rather not know of any potential debilitating diseases that I may develop in the future Do not know whether the data will be stored securely	776 775	#5f607d	78	343	0.47435897435897434	0.10787172011661808	0.051169918516857295
779	775	37	I am not interested	Younger Participants	I am not interested Younger Participants	779 775	#ecaa9b	61	599	0.6065573770491803	0.06176961602671119	0.03746681627849695
779	774	36	Neutral towards to dissemination of GK	Low GK Confidence	Neutral towards to dissemination of GK Low GK Confidence	779 774	#aa1bb6	48	519	0.75	0.06936416184971098	0.05202312138728323
779	777	36	Two legal guardians need to agree	Neutral towards to Policymaking	Two legal guardians need to agree Neutral towards to Policymaking	779 777	#1aa543	404	68	0.0891089108910891	0.5294117647058824	0.0471753057658707
783	781	36	Strongly disagree to dissemination of GK	I am concerned my data will be used for other purposes without my knowledge	Strongly disagree to dissemination of GK I am concerned my data will be used for other purposes without my knowledge	783 781	#ecd4ce	56	498	0.6428571428571429	0.07228915662650602	0.04647160068846816
1014	1012	36	Do not know	Less than 50 percent	Do not know Less than 50 percent	1014 1012	#573663	64	451	0.5625	0.07982261640798226	0.04490022172949002
1010	1004	36	Agree to Policymaking	90 percent	Agree to Policymaking 90 percent	1010 1004	#e4051c	318	116	0.11320754716981132	0.3103448275862069	0.035133376707872484
1011	1006	36	Agree to dissemination of GK	90 percent	Agree to dissemination of GK 90 percent	1011 1006	#7637b2	339	116	0.10619469026548672	0.3103448275862069	0.03295697284101312
780	774	35	Disagree to Policymaking	Low GK Score	Disagree to Policymaking Low GK Score	780 774	#49eef1	39	496	0.8974358974358975	0.07056451612903226	0.06332712985938793
780	774	35	Disagree to Policymaking	Students	Disagree to Policymaking Students	780 774	#790003	39	561	0.8974358974358975	0.062388591800356503	0.05598976187211481
780	775	35	Disagree to Policymaking	Younger Participants	Disagree to Policymaking Younger Participants	780 775	#dbbae2	39	599	0.8974358974358975	0.05843071786310518	0.05243782372329952
776	775	35	Strongly disagree to Policymaking	Younger Participants	Strongly disagree to Policymaking Younger Participants	776 775	#049b84	45	599	0.7777777777777778	0.05843071786310518	0.04544611389352625
776	774	35	Strongly disagree to dissemination of GK	Female Participants	Strongly disagree to dissemination of GK Female Participants	776 774	#200355	56	497	0.625	0.07042253521126761	0.04401408450704226
1014	1009	35	High GK Score	90 percent	High GK Score 90 percent	1014 1009	#0c3a6e	277	116	0.1263537906137184	0.3017241379310345	0.038123988547242624
1013	1011	35	Low Concern	Correct – More than 99 percent	Low Concern Correct – More than 99 percent	1013 1011	#f758b1	201	209	0.17412935323383086	0.1674641148325359	0.029160418005665458
782	775	35	I would not want to be labelled as having any deficiency	Medium Concern	I would not want to be labelled as having any deficiency Medium Concern	782 775	#88063a	164	348	0.21341463414634146	0.10057471264367816	0.021464115503223996
781	775	35	I would not want to be labelled as having any deficiency	Younger Participants	I would not want to be labelled as having any deficiency Younger Participants	781 775	#00863c	164	599	0.21341463414634146	0.05843071786310518	0.01246997027566269
783	774	35	I am concerned my data will be used for other purposes without my knowledge	Female Participants	I am concerned my data will be used for other purposes without my knowledge Female Participants	783 774	#551e5a	498	497	0.07028112449799197	0.07042253521126761	0.0049493749646473215
780	775	34	Do not know	Agree to dissemination of GK	Do not know Agree to dissemination of GK	780 775	#b9187f	64	339	0.53125	0.10029498525073746	0.05328171091445428
776	774	34	Strongly disagree to Policymaking	Low GK Score	Strongly disagree to Policymaking Low GK Score	776 774	#5f85bb	45	496	0.7555555555555555	0.06854838709677419	0.051792114695340494
780	775	34	Neutral towards to Policymaking	Medium Concern	Neutral towards to Policymaking Medium Concern	780 775	#7547fd	68	348	0.5	0.09770114942528736	0.04885057471264368
779	774	34	I am not interested	Low GK Score	I am not interested Low GK Score	779 774	#2b7700	61	496	0.5573770491803278	0.06854838709677419	0.03820729772607086
759	754	33	Strongly disagree to Revising and Updating	Strongly disagree to Policymaking	Strongly disagree to Revising and Updating Strongly disagree to Policymaking	759 754	#7f26fc	41	45	0.8048780487804879	0.7333333333333333	0.5902439024390244
764	759	33	Strongly disagree to Policymaking	Strongly disagree to dissemination of GK	Strongly disagree to Policymaking Strongly disagree to dissemination of GK	764 759	#a01f7b	45	56	0.7333333333333333	0.5892857142857143	0.4321428571428571
780	774	33	Neutral towards to Policymaking	Non Law Students	Neutral towards to Policymaking Non Law Students	780 774	#63c9f1	68	292	0.4852941176470588	0.11301369863013698	0.054844883158742946
776	774	33	Strongly disagree to Policymaking	Students	Strongly disagree to Policymaking Students	776 774	#eec71d	45	561	0.7333333333333333	0.058823529411764705	0.043137254901960784
1014	1009	33	High GK Confidence	90 percent	High GK Confidence 90 percent	1014 1009	#43388b	254	116	0.12992125984251968	0.28448275862068967	0.036960358403475425
779	774	33	I am not interested	Low GK Confidence	I am not interested Low GK Confidence	779 774	#a7ae30	61	519	0.5409836065573771	0.06358381502890173	0.034397801573012414
785	780	33	Strongly agree to Revising and Updating	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Strongly agree to Revising and Updating I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	785 780	#5c90fd	231	448	0.14285714285714285	0.07366071428571429	0.010522959183673469
763	758	32	Strongly disagree to Revising and Updating	Strongly disagree to dissemination of GK	Strongly disagree to Revising and Updating Strongly disagree to dissemination of GK	763 758	#bbabe7	41	56	0.7804878048780488	0.5714285714285714	0.445993031358885
763	757	32	Neutral towards to Revising and Updating	Neutral towards to Policymaking	Neutral towards to Revising and Updating Neutral towards to Policymaking	763 757	#763aef	83	68	0.3855421686746988	0.47058823529411764	0.18143160878809356
780	775	32	Disagree to dissemination of GK	Younger Participants	Disagree to dissemination of GK Younger Participants	780 775	#2cb58d	35	599	0.9142857142857143	0.05342237061769616	0.04884331027903649
781	775	32	Neutral towards to Revising and Updating	Low Genetic Curiosity	Neutral towards to Revising and Updating Low Genetic Curiosity	781 775	#5898f9	83	258	0.3855421686746988	0.12403100775193798	0.04781918371159055
779	775	32	Disagree to Revising and Updating	Younger Participants	Disagree to Revising and Updating Younger Participants	779 775	#ac8480	38	599	0.8421052631578947	0.05342237061769616	0.04498725946753361
776	774	32	Strongly disagree to Policymaking	Low GK Confidence	Strongly disagree to Policymaking Low GK Confidence	776 774	#0e8a50	45	519	0.7111111111111111	0.06165703275529865	0.0438450010704346
776	775	32	Strongly disagree to Revising and Updating	Younger Participants	Strongly disagree to Revising and Updating Younger Participants	776 775	#abfb98	41	599	0.7804878048780488	0.05342237061769616	0.04169550877478725
781	776	32	Neutral towards to Revising and Updating	Medium Genetic Curiosity	Neutral towards to Revising and Updating Medium Genetic Curiosity	781 776	#67df58	83	327	0.3855421686746988	0.09785932721712538	0.0377288972403375
781	775	32	Neutral towards to Revising and Updating	Medium Concern	Neutral towards to Revising and Updating Medium Concern	781 775	#dd5a26	83	348	0.3855421686746988	0.09195402298850575	0.035452153441351615
1011	1007	32	Neutral towards to Policymaking	Less than 50 percent	Neutral towards to Policymaking Less than 50 percent	1011 1007	#810d41	68	451	0.47058823529411764	0.07095343680709534	0.03338985261510369
776	774	32	High Genetic Curiosity	Older Participants	High Genetic Curiosity Older Participants	776 774	#3e2ead	188	174	0.1702127659574468	0.1839080459770115	0.031303497187576426
783	774	32	I am concerned my data will be used for other purposes without my knowledge	Low GK Confidence	I am concerned my data will be used for other purposes without my knowledge Low GK Confidence	783 774	#e752d2	498	519	0.0642570281124498	0.06165703275529865	0.003961897687087463
776	774	31	Strongly disagree to Revising and Updating	Low GK Score	Strongly disagree to Revising and Updating Low GK Score	776 774	#96fe13	41	496	0.7560975609756098	0.0625	0.04725609756097561
779	774	31	Disagree to Revising and Updating	Students	Disagree to Revising and Updating Students	779 774	#bec986	38	561	0.8157894736842105	0.05525846702317291	0.045079275729430525
780	776	31	Neutral towards to Policymaking	Medium Genetic Curiosity	Neutral towards to Policymaking Medium Genetic Curiosity	780 776	#734576	68	327	0.45588235294117646	0.09480122324159021	0.04321820471307789
780	775	31	Neutral towards to Revising and Updating	Male Participants	Neutral towards to Revising and Updating Male Participants	780 775	#b3e089	83	276	0.37349397590361444	0.11231884057971014	0.04195041033700017
776	774	31	Strongly disagree to Revising and Updating	Students	Strongly disagree to Revising and Updating Students	776 774	#a1cece	41	561	0.7560975609756098	0.05525846702317291	0.041780792139472195
1009	1004	31	Strongly agree to Policymaking	90 percent	Strongly agree to Policymaking 90 percent	1009 1004	#df6a07	278	116	0.11151079136690648	0.2672413793103448	0.029800297692880177
1013	1011	31	Low GK Score	Correct – More than 99 percent	Low GK Score Correct – More than 99 percent	1013 1011	#873e2f	496	209	0.0625	0.14832535885167464	0.009270334928229665
783	774	31	I am concerned my data will be used for other purposes without my knowledge	Low GK Score	I am concerned my data will be used for other purposes without my knowledge Low GK Score	783 774	#ec74df	498	496	0.06224899598393574	0.0625	0.0038905622489959837
780	776	30	Neutral towards to dissemination of GK	Law Students	Neutral towards to dissemination of GK Law Students	780 776	#8ef204	48	269	0.625	0.11152416356877323	0.06970260223048327
781	774	30	Neutral towards to Revising and Updating	Low Concern	Neutral towards to Revising and Updating Low Concern	781 774	#2a1127	83	201	0.3614457831325301	0.14925373134328357	0.05394713181082539
782	778	30	Prohibited until child has legal capacity	Neutral towards to Revising and Updating	Prohibited until child has legal capacity Neutral towards to Revising and Updating	782 778	#146594	230	83	0.13043478260869565	0.3614457831325301	0.047145102147721316
780	774	30	Disagree to dissemination of GK	Students	Disagree to dissemination of GK Students	780 774	#ae2e21	35	561	0.8571428571428571	0.053475935828877004	0.045836516424751714
780	776	30	Do not know	Agree to Policymaking	Do not know Agree to Policymaking	780 776	#23995c	64	318	0.46875	0.09433962264150944	0.04422169811320755
778	775	30	Do not know	Medium Concern	Do not know Medium Concern	778 775	#b7f78a	64	348	0.46875	0.08620689655172414	0.04040948275862069
780	775	30	Do not know	Agree to Revising and Updating	Do not know Agree to Revising and Updating	780 775	#be112d	64	353	0.46875	0.08498583569405099	0.039837110481586405
763	756	30	Neutral towards to Revising and Updating	Agree to Policymaking	Neutral towards to Revising and Updating Agree to Policymaking	763 756	#bde621	83	318	0.3614457831325301	0.09433962264150944	0.03409865878608775
1011	1005	30	Strongly agree to Revising and Updating	90 percent	Strongly agree to Revising and Updating 90 percent	1011 1005	#fb1cad	231	116	0.12987012987012986	0.25862068965517243	0.03358710255261979
778	775	30	I would rather not know of any potential debilitating diseases that I may develop in the future	Younger Participants	I would rather not know of any potential debilitating diseases that I may develop in the future Younger Participants	778 775	#93adc4	78	599	0.38461538461538464	0.05008347245409015	0.019262874020803906
778	776	30	Do not know whether the data will be stored securely	Medium Genetic Curiosity	Do not know whether the data will be stored securely Medium Genetic Curiosity	778 776	#48b80a	343	327	0.08746355685131195	0.09174311926605505	0.008024179527643298
780	774	29	Disagree to dissemination of GK	Low GK Score	Disagree to dissemination of GK Low GK Score	780 774	#e18151	35	496	0.8285714285714286	0.05846774193548387	0.04844470046082949
780	774	29	Disagree to Policymaking	Low GK Confidence	Disagree to Policymaking Low GK Confidence	780 774	#cfb907	39	519	0.7435897435897436	0.055876685934489405	0.04154933056667161
776	774	29	Strongly disagree to Revising and Updating	Low GK Confidence	Strongly disagree to Revising and Updating Low GK Confidence	776 774	#6badf7	41	519	0.7073170731707317	0.055876685934489405	0.03952253395366324
1016	1012	29	I am not interested	Less than 50 percent	I am not interested Less than 50 percent	1016 1012	#0692d0	61	451	0.47540983606557374	0.06430155210643015	0.03056959034567991
785	780	29	Prohibited until child has legal capacity	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Prohibited until child has legal capacity I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	785 780	#594c46	230	448	0.12608695652173912	0.06473214285714286	0.008161878881987578
783	774	29	I am concerned my data will be used for other purposes without my knowledge	Students	I am concerned my data will be used for other purposes without my knowledge Students	783 774	#ce2d58	498	561	0.05823293172690763	0.05169340463458111	0.003010258502816972
783	775	29	I am concerned my data will be used for other purposes without my knowledge	Younger Participants	I am concerned my data will be used for other purposes without my knowledge Younger Participants	783 775	#24664e	498	599	0.05823293172690763	0.048414023372287146	0.002819290517663308
777	775	28	Strongly disagree to dissemination of GK	Low Genetic Curiosity	Strongly disagree to dissemination of GK Low Genetic Curiosity	777 775	#8d6580	56	258	0.5	0.10852713178294573	0.05426356589147287
780	774	28	Disagree to dissemination of GK	Low GK Confidence	Disagree to dissemination of GK Low GK Confidence	780 774	#e19600	35	519	0.8	0.05394990366088632	0.04315992292870906
779	774	28	Disagree to Revising and Updating	Low GK Score	Disagree to Revising and Updating Low GK Score	779 774	#e806ed	38	496	0.7368421052631579	0.056451612903225805	0.04159592529711375
779	774	28	Disagree to Revising and Updating	Low GK Confidence	Disagree to Revising and Updating Low GK Confidence	779 774	#383a1d	38	519	0.7368421052631579	0.05394990366088632	0.03975256059223202
779	774	28	Neutral towards to dissemination of GK	Female Participants	Neutral towards to dissemination of GK Female Participants	779 774	#e2fba5	48	497	0.5833333333333334	0.056338028169014086	0.03286384976525822
1014	1009	28	Low Genetic Curiosity	90 percent	Low Genetic Curiosity 90 percent	1014 1009	#373bca	258	116	0.10852713178294573	0.2413793103448276	0.02619620422346966
1014	1010	28	Not Students	75 percent	Not Students 75 percent	1014 1010	#8701b6	212	219	0.1320754716981132	0.1278538812785388	0.016886361678297577
781	774	28	I would not want to be labelled as having any deficiency	Students	I would not want to be labelled as having any deficiency Students	781 774	#71556b	164	561	0.17073170731707318	0.049910873440285206	0.008521368636146255
776	774	28	Students	Older Participants	Students Older Participants	776 774	#1fe5b8	561	174	0.049910873440285206	0.16091954022988506	0.008031634806482677
782	775	28	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	High GK Confidence	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance High GK Confidence	782 775	#9fdd65	448	254	0.0625	0.11023622047244094	0.006889763779527559
783	776	28	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Law Students	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance Law Students	783 776	#f403e5	448	269	0.0625	0.10408921933085502	0.006505576208178439
782	775	28	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Male Participants	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance Male Participants	782 775	#996b87	448	276	0.0625	0.10144927536231885	0.006340579710144928
779	778	27	I would not want to be labelled as having any deficiency	I am worried that I might find out something about myself I would rather not know	I would not want to be labelled as having any deficiency I am worried that I might find out something about myself I would rather not know	779 778	#eaa592	164	81	0.16463414634146342	0.3333333333333333	0.054878048780487805
780	776	27	Neutral towards to Policymaking	Law Students	Neutral towards to Policymaking Law Students	780 776	#63d8f3	68	269	0.39705882352941174	0.10037174721189591	0.03985348786354691
776	774	27	Strongly disagree to Policymaking	Female Participants	Strongly disagree to Policymaking Female Participants	776 774	#556ab9	45	497	0.6	0.05432595573440644	0.032595573440643864
783	781	27	Strongly disagree to Policymaking	I am concerned my data will be used for other purposes without my knowledge	Strongly disagree to Policymaking I am concerned my data will be used for other purposes without my knowledge	783 781	#3da97d	45	498	0.6	0.05421686746987952	0.03253012048192771
1010	1009	27	Strongly disagree to dissemination of GK	Less than 50 percent	Strongly disagree to dissemination of GK Less than 50 percent	1010 1009	#1c91ed	56	451	0.48214285714285715	0.0598669623059867	0.02886442825467216
1015	1009	27	Law Students	90 percent	Law Students 90 percent	1015 1009	#2a1902	269	116	0.10037174721189591	0.23275862068965517	0.023362389437251635
778	774	27	Do not know whether the data will be stored securely	Non Law Students	Do not know whether the data will be stored securely Non Law Students	778 774	#7e9111	343	292	0.07871720116618076	0.09246575342465753	0.007278645313311235
1013	1009	26	Neutral towards to dissemination of GK	Less than 50 percent	Neutral towards to dissemination of GK Less than 50 percent	1013 1009	#7f0821	48	451	0.5416666666666666	0.057649667405764965	0.031226903178122687
779	774	26	Two legal guardians need to agree	Strongly disagree to dissemination of GK	Two legal guardians need to agree Strongly disagree to dissemination of GK	779 774	#63b537	404	56	0.06435643564356436	0.4642857142857143	0.02987977369165488
778	774	26	I would rather not know of any potential debilitating diseases that I may develop in the future	Students	I would rather not know of any potential debilitating diseases that I may develop in the future Students	778 774	#59b56a	78	561	0.3333333333333333	0.04634581105169341	0.015448603683897801
776	774	26	Non Law Students	Older Participants	Non Law Students Older Participants	776 774	#f3af81	292	174	0.08904109589041095	0.14942528735632185	0.013304991339946465
1019	1010	26	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	75 percent	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance 75 percent	1019 1010	#ba74a9	448	219	0.05803571428571429	0.1187214611872146	0.006890084801043705
778	774	25	Do not know	Non Law Students	Do not know Non Law Students	778 774	#bc29f0	64	292	0.390625	0.08561643835616438	0.03344392123287671
779	775	25	Neutral towards to Policymaking	Male Participants	Neutral towards to Policymaking Male Participants	779 775	#ae2172	68	276	0.36764705882352944	0.09057971014492754	0.03330136402387042
779	774	25	Disagree to Revising and Updating	Female Participants	Disagree to Revising and Updating Female Participants	779 774	#b99865	38	497	0.6578947368421053	0.05030181086519115	0.033093296621836285
776	774	25	Strongly disagree to Revising and Updating	Female Participants	Strongly disagree to Revising and Updating Female Participants	776 774	#12d449	41	497	0.6097560975609756	0.05030181086519115	0.030671835893409237
781	774	25	Neutral towards to Revising and Updating	Non Law Students	Neutral towards to Revising and Updating Non Law Students	781 774	#a2769d	83	292	0.30120481927710846	0.08561643835616438	0.025788083842218187
778	774	25	I would rather not know of any potential debilitating diseases that I may develop in the future	Low GK Score	I would rather not know of any potential debilitating diseases that I may develop in the future Low GK Score	778 774	#e4bf3d	78	496	0.32051282051282054	0.05040322580645161	0.01615488006617039
778	774	25	I would rather not know of any potential debilitating diseases that I may develop in the future	Female Participants	I would rather not know of any potential debilitating diseases that I may develop in the future Female Participants	778 774	#d46bfd	78	497	0.32051282051282054	0.05030181086519115	0.016122375277304857
782	776	25	I would not want to be labelled as having any deficiency	Medium Genetic Curiosity	I would not want to be labelled as having any deficiency Medium Genetic Curiosity	782 776	#c56b1a	164	327	0.1524390243902439	0.0764525993883792	0.011654359662862683
781	774	25	I would not want to be labelled as having any deficiency	Female Participants	I would not want to be labelled as having any deficiency Female Participants	781 774	#5ee31a	164	497	0.1524390243902439	0.05030181086519115	0.007667958973352309
1014	1012	25	Do not know whether the data will be stored securely	Less than 50 percent	Do not know whether the data will be stored securely Less than 50 percent	1014 1012	#0c7144	343	451	0.0728862973760933	0.05543237250554324	0.004040260386701402
784	776	25	I am concerned my data will be used for other purposes without my knowledge	Medium Genetic Curiosity	I am concerned my data will be used for other purposes without my knowledge Medium Genetic Curiosity	784 776	#54074f	498	327	0.050200803212851405	0.0764525993883792	0.003837981897006988
767	761	24	Neutral towards to Revising and Updating	Neutral towards to dissemination of GK	Neutral towards to Revising and Updating Neutral towards to dissemination of GK	767 761	#fa2537	83	48	0.2891566265060241	0.5	0.14457831325301204
780	775	24	Neutral towards to dissemination of GK	Low Genetic Curiosity	Neutral towards to dissemination of GK Low Genetic Curiosity	780 775	#51da2f	48	258	0.5	0.09302325581395349	0.046511627906976744
777	776	24	Strongly disagree to dissemination of GK	Law Students	Strongly disagree to dissemination of GK Law Students	777 776	#25d84f	56	269	0.42857142857142855	0.08921933085501858	0.03823685608072225
781	774	24	Medical facilities	Students	Medical facilities Students	781 774	#e20bbe	28	561	0.8571428571428571	0.0427807486631016	0.03666921313980137
779	775	24	I am not interested	Male Participants	I am not interested Male Participants	779 775	#a97ba7	61	276	0.39344262295081966	0.08695652173913043	0.03421240199572345
780	775	24	Neutral towards to Policymaking	Low Genetic Curiosity	Neutral towards to Policymaking Low Genetic Curiosity	780 775	#378967	68	258	0.35294117647058826	0.09302325581395349	0.03283173734610123
1012	1007	24	Disagree to Policymaking	Less than 50 percent	Disagree to Policymaking Less than 50 percent	1012 1007	#44083b	39	451	0.6153846153846154	0.05321507760532151	0.032747740064813236
780	774	24	Disagree to Policymaking	Female Participants	Disagree to Policymaking Female Participants	780 774	#bdb305	39	497	0.6153846153846154	0.0482897384305835	0.02971676211112831
783	781	24	Strongly disagree to Revising and Updating	I am concerned my data will be used for other purposes without my knowledge	Strongly disagree to Revising and Updating I am concerned my data will be used for other purposes without my knowledge	783 781	#6641b2	41	498	0.5853658536585366	0.04819277108433735	0.02821040258595357
786	781	24	Neutral towards to dissemination of GK	I am concerned my data will be used for other purposes without my knowledge	Neutral towards to dissemination of GK I am concerned my data will be used for other purposes without my knowledge	786 781	#72386a	48	498	0.5	0.04819277108433735	0.024096385542168676
760	757	24	Agree to Revising and Updating	Neutral towards to Policymaking	Agree to Revising and Updating Neutral towards to Policymaking	760 757	#aaec93	353	68	0.0679886685552408	0.35294117647058826	0.023996000666555578
781	774	24	I would not want to be labelled as having any deficiency	Low GK Score	I would not want to be labelled as having any deficiency Low GK Score	781 774	#9aa225	164	496	0.14634146341463414	0.04838709677419355	0.007081038552321006
777	775	24	Do not know whether the data will be stored securely	High GK Confidence	Do not know whether the data will be stored securely High GK Confidence	777 775	#83721e	343	254	0.06997084548104957	0.09448818897637795	0.006611418470650353
777	775	24	Do not know whether the data will be stored securely	High GK Score	Do not know whether the data will be stored securely High GK Score	777 775	#35add6	343	277	0.06997084548104957	0.08664259927797834	0.006062455926155919
767	762	23	Neutral towards to Policymaking	Neutral towards to dissemination of GK	Neutral towards to Policymaking Neutral towards to dissemination of GK	767 762	#230e51	68	48	0.3382352941176471	0.4791666666666667	0.16207107843137256
780	775	23	I am not interested	Low Genetic Curiosity	I am not interested Low Genetic Curiosity	780 775	#b0df65	61	258	0.3770491803278688	0.08914728682170543	0.03361291142457746
781	775	23	Medical facilities	Younger Participants	Medical facilities Younger Participants	781 775	#032efe	28	599	0.8214285714285714	0.038397328881469114	0.0315406630097782
779	774	23	Two legal guardians need to agree	Strongly disagree to Policymaking	Two legal guardians need to agree Strongly disagree to Policymaking	779 774	#c99684	404	45	0.05693069306930693	0.5111111111111111	0.029097909790979096
786	781	23	Disagree to Revising and Updating	I am concerned my data will be used for other purposes without my knowledge	Disagree to Revising and Updating I am concerned my data will be used for other purposes without my knowledge	786 781	#4abd5b	38	498	0.6052631578947368	0.04618473895582329	0.027953920946945675
780	775	23	One legal guardian sufficient	Younger Participants	One legal guardian sufficient Younger Participants	780 775	#5a23e3	33	599	0.696969696969697	0.038397328881469114	0.026761774674963323
778	776	23	Do not know	Medium Genetic Curiosity	Do not know Medium Genetic Curiosity	778 776	#1d1800	64	327	0.359375	0.07033639143730887	0.025277140672782875
780	776	23	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	I would rather not know of any potential debilitating diseases that I may develop in the future	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance I would rather not know of any potential debilitating diseases that I may develop in the future	780 776	#8c977f	448	78	0.05133928571428571	0.2948717948717949	0.015138507326007326
780	775	23	I am worried that I might find out something about myself I would rather not know	Younger Participants	I am worried that I might find out something about myself I would rather not know Younger Participants	780 775	#26a709	81	599	0.2839506172839506	0.038397328881469114	0.01090294523794802
778	775	23	Do not know whether the data will be stored securely	Low Genetic Curiosity	Do not know whether the data will be stored securely Low Genetic Curiosity	778 775	#0c913c	343	258	0.06705539358600583	0.08914728682170543	0.005977806404954008
778	776	23	Do not know whether the data will be stored securely	Law Students	Do not know whether the data will be stored securely Law Students	778 776	#984279	343	269	0.06705539358600583	0.08550185873605948	0.005733360789881539
783	775	23	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance	Low Genetic Curiosity	I am worried some information about my physical or mental health could be used against me for example employment; legal matters; obtaining insurance Low Genetic Curiosity	783 775	#bcb956	448	258	0.05133928571428571	0.08914728682170543	0.004576758028792913
778	774	22	Do not know	High Genetic Curiosity	Do not know High Genetic Curiosity	778 774	#b4f663	64	188	0.34375	0.11702127659574468	0.04022606382978723
782	774	22	Prohibited until child has legal capacity	Strongly disagree to dissemination of GK	Prohibited until child has legal capacity Strongly disagree to dissemination of GK	782 774	#319cf8	230	56	0.09565217391304348	0.39285714285714285	0.037577639751552795
